id	name	type	location	team	initiationDate	finalisationDate	finalStatus
1318	Hockey-1318	Hockey	Doonside	Team-72	2006-02-08	2007-09-27	
1319	Soccer-1319	Soccer	Holland Park	Team-85	2003-11-11	2005-09-17	
1320	Fencing-1320	Fencing	Bellbird Park	Team-84	2011-10-12	2013-06-27	
1321	Boxing-1321	Boxing	Torquay (Vic.)	Team-75	1999-06-26	2001-06-13	
1322	Polo-1322	Polo	Kallista	Team-64	2010-03-15	2011-10-31	
1323	Fencing-1323	Fencing	Caulfield North	Team-52	2006-05-16	2007-05-06	
1324	Taekwondo-1324	Taekwondo	Merewether Heights	Team-98	2017-02-26	2018-11-19	
1325	Taekwondo-1325	Taekwondo	Millendon	Team-15	2005-01-05	2006-10-27	
1326	Wrestling-1326	Wrestling	Floreat	Team-49	2008-11-03	2010-08-13	
1327	Wrestling-1327	Wrestling	Berwick	Team-72	2001-09-26	2003-05-15	
1328	Archery-1328	Archery	Newman	Team-49	2016-05-07	2018-04-12	
1329	Taekwondo-1329	Taekwondo	Connellan	Team-17	2014-07-25	2016-01-24	
1330	Hockey-1330	Hockey	Biddaddaba	Team-43	2015-06-28	2017-01-30	
1331	Lacrosse-1331	Lacrosse	Blue Mountain Heights	Team-71	2014-01-02	2015-09-25	
1332	Cricket-1332	Cricket	Clagiraba	Team-16	2004-01-10	2005-11-13	
1333	Hockey-1333	Hockey	Auburn (NSW)	Team-11	2005-05-08	2006-05-06	
1334	Wrestling-1334	Wrestling	Myanmar/Burma	Team-64	2007-12-12	2009-07-14	
1335	Soccer-1335	Soccer	Orange Grove (WA)	Team-44	2012-11-13	2013-12-13	
1336	Softball-1336	Softball	Willetton	Team-28	2011-06-24	2013-05-12	
1337	Fencing-1337	Fencing	Glen Alpine	Team-68	2006-03-11	2007-09-24	
1338	Cycling-1338	Cycling	Toogoom	Team-89	2015-04-16	2016-10-28	
1339	Baseball-1339	Baseball	Yarraville	Team-50	2015-11-28	2017-11-07	
1340	Croquet-1340	Croquet	Queenstown (Tas.)	Team-20	2014-02-28	2016-01-09	
1341	Cycling-1341	Cycling	Glebe (NSW)	Team-25	2013-12-02	2015-03-19	
1342	Triathlon-1342	Triathlon	Bowen Mountain	Team-63	2004-02-02	2005-12-04	
1343	Rowing-1343	Rowing	Williamstown North	Team-38	1999-03-16	2000-12-16	
1344	Soccer-1344	Soccer	China	Team-53	2007-06-23	2009-03-30	
1345	Bowling-1345	Bowling	Bayswater (WA)	Team-64	2008-02-20	2009-10-19	
1346	Basketball-1346	Basketball	Moyston	Team-68	2005-06-27	2007-05-20	
1347	Squash-1347	Squash	Condell Park	Team-10	2004-06-04	2005-12-18	
1348	Boxing-1348	Boxing	Woodford (Vic.)	Team-62	2000-02-20	2001-10-11	
1349	Water polo-1349	Water polo	Redbank Plains	Team-55	2012-08-21	2013-12-29	
1350	Diving-1350	Diving	Cringila	Team-19	2007-05-02	2009-01-08	
1351	Lacrosse-1351	Lacrosse	South Gladstone	Team-11	2006-03-27	2008-02-04	
1352	Canoe-1352	Canoe	Marsfield	Team-12	2011-08-04	2013-04-08	
1353	Golf-1353	Golf	Thornlie	Team-36	2008-06-12	2010-05-13	
1354	Karate-1354	Karate	Mount Eliza	Team-95	2010-03-09	2011-08-08	
1355	Canoe-1355	Canoe	Clayfield	Team-83	2009-06-14	2011-05-24	
1356	Equestrian-1356	Equestrian	Tugun	Team-28	2016-09-20	2018-09-09	
1357	Surfing-1357	Surfing	Rochedale South	Team-1	2001-09-16	2003-02-16	
1358	Sailing-1358	Sailing	Wattle Range	Team-61	2004-03-12	2006-01-07	
1359	Volleyball-1359	Volleyball	Cockatoo (Vic.)	Team-87	2000-03-18	2001-04-11	
1360	Soccer-1360	Soccer	Sefton Park	Team-21	2016-11-17	2018-10-18	
1361	Karate-1361	Karate	Marion	Team-64	2007-01-17	2008-11-11	
1362	Boxing-1362	Boxing	Burpengary	Team-8	1998-09-21	2000-06-14	
1363	Triathlon-1363	Triathlon	Austria	Team-1	2012-08-08	2014-03-29	
1364	Wrestling-1364	Wrestling	Castle Hill (NSW)	Team-45	2003-02-15	2004-01-04	
1365	Boxing-1365	Boxing	Hawthorne	Team-56	2007-12-12	2009-07-15	
1366	Canoe-1366	Canoe	Baldivis	Team-95	2007-06-13	2009-06-16	
1367	Diving-1367	Diving	Sunnybank Hills	Team-46	2002-05-19	2003-06-03	
1368	Gymnastics-1368	Gymnastics	Berwick	Team-68	2009-03-14	2011-03-09	
1369	Croquet-1369	Croquet	Epping (Vic.)	Team-16	2005-10-23	2007-03-11	
1370	Surfing-1370	Surfing	Carrum Downs	Team-93	1998-04-04	1999-09-12	
1371	Canoe-1371	Canoe	Morley	Team-76	2011-08-20	2012-02-25	
1372	Equestrian-1372	Equestrian	Kingsbury	Team-22	2014-08-12	2016-03-16	
1373	Lacrosse-1373	Lacrosse	Kambah	Team-12	2007-08-11	2008-11-25	
1374	Water polo-1374	Water polo	Windsor (Vic.)	Team-21	2016-07-22	2018-06-08	
1375	Fencing-1375	Fencing	Djugun	Team-23	2013-03-16	2014-12-07	
1376	Hockey-1376	Hockey	Jacana	Team-46	2004-07-20	2006-03-12	
1377	Bowling-1377	Bowling	Campsie	Team-23	2016-11-08	2018-07-20	
1378	Softball-1378	Softball	Croydon Park (NSW)	Team-96	2001-09-18	2002-11-15	
1379	Soccer-1379	Soccer	Myanmar/Burma	Team-24	2008-05-27	2010-04-30	
1380	Judo-1380	Judo	India	Team-76	2008-07-12	2010-06-05	
1381	Netball-1381	Netball	Gaven	Team-78	1998-01-20	1999-08-19	
1382	Lacrosse-1382	Lacrosse	Oman	Team-43	2015-06-21	2017-04-27	
1383	Cricket-1383	Cricket	Lithuania	Team-28	2003-05-27	2004-06-15	
1384	Softball-1384	Softball	Clemton Park	Team-67	2009-10-05	2010-07-10	
1385	Cycling-1385	Cycling	Palm Beach (Qld)	Team-3	2002-07-25	2004-01-11	
1386	Racquets-1386	Racquets	Marsden	Team-42	2010-07-28	2012-07-04	
1387	Tennis-1387	Tennis	East Maitland	Team-35	2004-02-06	2005-12-25	
1388	Boxing-1388	Boxing	Berserker	Team-86	2002-07-09	2004-05-28	
1389	Baseball-1389	Baseball	Healy	Team-82	2016-04-20	2017-12-22	
1390	Surfing-1390	Surfing	Bundaberg West	Team-51	2015-04-18	2017-04-21	
1391	Surfing-1391	Surfing	Lytton	Team-54	2013-09-16	2015-09-02	
1392	Surfing-1392	Surfing	Elizabeth North	Team-80	2007-07-19	2008-09-07	
1393	Cycling-1393	Cycling	Gabon	Team-42	2010-11-06	2012-08-08	
1394	Basketball-1394	Basketball	Golden Square	Team-13	1999-01-14	2000-02-27	
1395	Pentathlon-1395	Pentathlon	Mango Hill	Team-52	2008-02-11	2009-11-01	
1396	Croquet-1396	Croquet	No usual address (ACT)	Team-85	2008-10-05	2010-06-16	
1397	Cricket-1397	Cricket	Cluden	Team-68	2011-11-01	2013-07-10	
1398	Basketball-1398	Basketball	Polo Flat	Team-8	2008-07-25	2009-10-17	
1399	Gymnastics-1399	Gymnastics	Ambarvale	Team-12	2009-04-28	2010-12-30	
1400	Lacrosse-1400	Lacrosse	Bentley (WA)	Team-65	2011-08-15	2012-12-09	
1401	Cricket-1401	Cricket	Pascoe Vale South	Team-12	2017-01-05	2018-12-28	
1402	Track and field-1402	Track and field	Calderwood	Team-7	2011-06-01	2013-01-29	
1403	Shooting-1403	Shooting	Mount Pleasant (NSW)	Team-76	2015-02-24	2016-12-10	
1404	Squash-1404	Squash	Erskineville	Team-24	1998-11-15	2000-06-25	
1405	Rugby union-1405	Rugby union	Pemulwuy	Team-3	2000-12-28	2002-10-15	
1406	Taekwondo-1406	Taekwondo	Doncaster East	Team-84	1999-05-08	2000-10-15	
1407	Squash-1407	Squash	Obi Obi	Team-21	2010-01-02	2011-10-05	
1408	Golf-1408	Golf	Beeliar	Team-31	2007-08-08	2009-08-06	
1409	Polo-1409	Polo	Bayswater (WA)	Team-19	2009-12-26	2011-08-07	
1410	Cricket-1410	Cricket	Palm Beach (NSW)	Team-23	2010-07-13	2012-04-14	
1411	Track and field-1411	Track and field	Burra Burri	Team-31	2005-02-12	2006-12-29	
1412	Cycling-1412	Cycling	Mount Kuring-Gai	Team-33	2010-12-20	2012-12-04	
1413	Sailing-1413	Sailing	Maida Vale	Team-57	2000-04-13	2002-04-16	
1414	Soccer-1414	Soccer	Randwick	Team-70	2000-06-19	2002-03-10	
1415	Volleyball-1415	Volleyball	East Rockingham	Team-71	2010-09-09	2011-12-11	
1416	Karate-1416	Karate	Oxley Park	Team-22	2002-11-03	2004-08-07	
1417	Dancing-1417	Dancing	Cape Verde	Team-83	2017-04-10	2018-12-31	
1418	Swimming-1418	Swimming	Cobaki	Team-83	2016-04-10	2018-04-12	
1419	Baseball-1419	Baseball	Beldon	Team-67	2008-06-12	2009-11-02	
1420	Badminton-1420	Badminton	Collaroy (NSW)	Team-51	2008-03-27	2010-03-02	
1421	Taekwondo-1421	Taekwondo	Tennyson Point	Team-31	2010-10-06	2012-08-12	
1422	Kayak-1422	Kayak	Ethiopia	Team-62	2014-06-04	2016-02-23	
1423	Judo-1423	Judo	Netherlands	Team-50	2003-09-16	2005-07-21	
1424	Track and field-1424	Track and field	Rosebery (NSW)	Team-64	2010-11-23	2012-03-03	
1425	Sailing-1425	Sailing	Albion (Vic.)	Team-62	2015-06-12	2015-11-17	
1426	Basketball-1426	Basketball	Camberwell (Vic.)	Team-70	2013-01-14	2014-04-14	
1427	Dancing-1427	Dancing	South Korea	Team-10	2003-12-27	2005-12-04	
1428	Volleyball-1428	Volleyball	Fairfield East	Team-23	1999-01-25	2000-09-04	
1429	Basketball-1429	Basketball	Glenfield (NSW)	Team-55	2017-09-07	2019-07-20	
1430	Golf-1430	Golf	Keperra	Team-10	2003-12-02	2005-09-17	
1431	Judo-1431	Judo	Jacobs Well	Team-12	1998-07-06	2000-04-12	
1432	Volleyball-1432	Volleyball	Koonawarra	Team-8	2016-01-08	2017-12-06	
1433	Netball-1433	Netball	Cherrybrook	Team-33	2004-11-05	2006-09-28	
1434	Soccer-1434	Soccer	Upwey	Team-90	2001-10-21	2003-06-18	
1435	Rugby union-1435	Rugby union	Mexico	Team-78	2002-08-14	2004-06-04	
1436	Fencing-1436	Fencing	Noble Park North	Team-12	2013-09-18	2014-12-09	
1437	Soccer-1437	Soccer	Medindie	Team-65	2009-12-24	2011-12-16	
1438	Weightlifting-1438	Weightlifting	Cobram	Team-48	2015-02-11	2016-12-31	
1439	Gymnastics-1439	Gymnastics	Chad	Team-8	2008-03-03	2009-06-18	
1440	Rugby 7s-1440	Rugby 7s	Wheelers Hill	Team-81	2010-01-14	2011-08-09	
1441	Polo-1441	Polo	Brighton (SA)	Team-59	2017-06-28	2019-02-01	
1442	Hockey-1442	Hockey	Fairfield (Qld)	Team-23	2010-08-04	2012-07-02	
1443	Equestrian-1443	Equestrian	Biddon	Team-32	2002-09-14	2004-04-18	
1444	Baseball-1444	Baseball	Ivanhoe East	Team-97	2012-07-03	2013-12-06	
1445	Climbing-1445	Climbing	Mount Waverley	Team-92	2013-09-05	2015-08-16	
1446	Softball-1446	Softball	Bentleigh East	Team-58	2009-01-07	2011-01-04	
1447	Gymnastics-1447	Gymnastics	Doolandella	Team-8	2016-02-04	2017-10-03	
1448	Weightlifting-1448	Weightlifting	Waitara	Team-34	2017-04-10	2017-05-02	
1449	Squash-1449	Squash	Glenorchy (Tas.)	Team-82	1999-12-18	2001-09-04	
1450	Taekwondo-1450	Taekwondo	Springvale (Vic.)	Team-12	2004-01-04	2005-11-25	
1451	Baseball-1451	Baseball	Erskine Park	Team-93	2007-07-03	2008-04-13	
1452	Triathlon-1452	Triathlon	Underdale	Team-71	2006-03-13	2008-03-01	
1453	Soccer-1453	Soccer	Estonia	Team-54	2000-10-16	2002-05-11	
1454	Gymnastics-1454	Gymnastics	Pimpama	Team-93	2013-05-05	2014-10-18	
1455	Cycling-1455	Cycling	Helena Valley	Team-70	2017-08-01	2017-08-15	
1456	Karate-1456	Karate	Pearsall	Team-49	2010-08-20	2012-01-17	
1457	Climbing-1457	Climbing	Fisher (ACT)	Team-93	2005-02-28	2006-07-05	
1458	Pentathlon-1458	Pentathlon	Fitzroy (SA)	Team-92	2010-07-09	2012-05-24	
1459	Volleyball-1459	Volleyball	Cabramatta	Team-51	2015-06-04	2017-02-15	
1460	Pentathlon-1460	Pentathlon	Northgate (Qld)	Team-28	2003-02-11	2004-07-11	
1461	Swimming-1461	Swimming	Failford	Team-91	2000-08-24	2002-08-22	
1462	Weightlifting-1462	Weightlifting	Mansfield (Qld)	Team-40	2017-09-07	2019-08-31	
1463	Bowling-1463	Bowling	Silverwater (Auburn - NSW)	Team-65	2002-04-26	2003-07-05	
1464	Sailing-1464	Sailing	Blackalls Park	Team-91	2014-11-03	2016-08-22	
1465	Judo-1465	Judo	Burnside (Vic.)	Team-38	2006-12-04	2008-09-07	
1466	Squash-1466	Squash	Bromelton	Team-30	2013-01-23	2014-09-06	
1467	Triathlon-1467	Triathlon	Elanora Heights	Team-2	2011-08-10	2013-04-19	
1468	Water polo-1468	Water polo	Jerrabomberra	Team-52	2012-08-27	2014-02-19	
1469	Archery-1469	Archery	Reservoir (Vic.)	Team-6	2008-01-04	2010-01-08	
1470	Soccer-1470	Soccer	Elizabeth South	Team-64	2012-01-21	2013-06-09	
1471	Rowing-1471	Rowing	Lysterfield South	Team-89	2004-01-10	2005-11-15	
1472	Swimming-1472	Swimming	Pakistan	Team-86	2003-08-25	2005-08-23	
1473	Rugby union-1473	Rugby union	Preston (Vic.)	Team-9	1998-06-02	2000-01-15	
1474	Taekwondo-1474	Taekwondo	Macquarie Park	Team-47	2012-11-05	2014-08-19	
1475	Surfing-1475	Surfing	Eritrea	Team-80	2004-04-12	2005-11-25	
1476	Squash-1476	Squash	Martin	Team-34	2012-10-09	2014-09-13	
1477	Badminton-1477	Badminton	Burleigh Waters	Team-83	2016-10-16	2018-03-19	
1478	Surfing-1478	Surfing	Bentley Park	Team-43	1998-11-26	2000-11-10	
1479	Soccer-1479	Soccer	Embleton	Team-93	2001-12-11	2002-01-11	
1480	Cycling-1480	Cycling	Silver Sands	Team-31	2008-09-01	2010-09-07	
1481	Canoe-1481	Canoe	Mullion Creek	Team-97	2004-05-23	2005-12-06	
1482	Cricket-1482	Cricket	East Lindfield	Team-86	2005-04-15	2007-04-16	
1483	Wrestling-1483	Wrestling	Thomastown	Team-7	2017-12-03	2018-10-31	
1484	Gymnastics-1484	Gymnastics	France	Team-70	2006-09-02	2008-04-06	
1485	Diving-1485	Diving	Narellan Vale	Team-2	2010-01-01	2011-10-25	
1486	Archery-1486	Archery	Braeside	Team-17	2014-03-26	2015-10-24	
1487	Canoe-1487	Canoe	Yandilla	Team-57	2010-11-21	2011-05-04	
1488	Pentathlon-1488	Pentathlon	Japan	Team-31	2012-11-24	2014-01-02	
1489	Water polo-1489	Water polo	Denistone West	Team-68	2017-04-24	2019-04-18	
1490	Badminton-1490	Badminton	Lisarow	Team-91	2001-11-08	2002-09-16	
1491	Polo-1491	Polo	Lake Illawarra	Team-6	2006-01-21	2007-09-12	
1492	Taekwondo-1492	Taekwondo	Mornington (Tas.)	Team-76	2007-06-17	2009-06-18	
1493	Handball-1493	Handball	Caulfield East	Team-16	2006-11-12	2008-10-20	
1494	Diving-1494	Diving	Birkdale	Team-58	2002-10-16	2004-06-11	
1495	Rowing-1495	Rowing	Balcatta	Team-10	2010-09-18	2012-07-19	
1496	Cricket-1496	Cricket	Black Hill (NSW)	Team-83	1998-07-21	1999-04-05	
1497	Climbing-1497	Climbing	Huntingdale (WA)	Team-72	2012-02-02	2013-07-21	
1498	Rugby 7s-1498	Rugby 7s	Canterbury (Vic.)	Team-23	2001-12-20	2003-02-23	
1499	Hockey-1499	Hockey	Pendle Hill	Team-9	2011-01-21	2012-11-06	
1500	Canoe-1500	Canoe	Kealba	Team-82	2003-07-13	2004-11-05	
1501	Wrestling-1501	Wrestling	Kingsbury	Team-12	2011-05-26	2013-05-31	
1502	Tennis-1502	Tennis	Leadville	Team-93	2001-01-03	2003-01-05	
1503	Judo-1503	Judo	Glen Iris (Vic.)	Team-36	2011-06-17	2013-03-14	
1504	Basketball-1504	Basketball	Westlake	Team-29	2008-05-28	2010-05-13	
1505	Karate-1505	Karate	Willetton	Team-70	2011-05-15	2012-12-29	
1506	Cricket-1506	Cricket	Figtree	Team-34	2001-05-14	2002-09-10	
1507	Wrestling-1507	Wrestling	Wongawallan	Team-24	2003-11-21	2005-11-15	
1508	Rugby union-1508	Rugby union	Canada	Team-18	2015-01-23	2016-07-13	
1509	Triathlon-1509	Triathlon	Westlake	Team-58	1999-02-23	2000-06-25	
1510	Squash-1510	Squash	Wentworth Point	Team-83	1999-08-24	2001-08-19	
1511	Pentathlon-1511	Pentathlon	Shenton Park	Team-1	2000-08-11	2002-05-20	
1512	Gymnastics-1512	Gymnastics	Wandal	Team-9	2006-04-07	2007-08-06	
1513	Baseball-1513	Baseball	Randwick	Team-62	2004-12-28	2006-10-04	
1514	Swimming-1514	Swimming	Jerrabomberra	Team-61	2008-06-15	2009-12-09	
1515	Gymnastics-1515	Gymnastics	Leichhardt (NSW)	Team-88	2015-09-20	2017-08-27	
1516	Diving-1516	Diving	Harristown	Team-47	2016-02-23	2017-01-12	
1517	Bowling-1517	Bowling	Fitzgibbon	Team-49	2015-05-17	2016-08-15	
1518	Boxing-1518	Boxing	Holland Park	Team-24	1998-02-23	1999-11-29	
1519	Basketball-1519	Basketball	Vermont South	Team-20	2004-11-07	2006-01-29	
1520	Golf-1520	Golf	Murrumbateman	Team-79	2015-06-19	2017-02-08	
1521	Gymnastics-1521	Gymnastics	Werribee	Team-47	2017-01-26	2018-11-26	
1522	Karate-1522	Karate	Kyabram	Team-21	2000-12-22	2002-09-24	
1523	Sailing-1523	Sailing	Bedford Park	Team-86	2008-01-02	2009-11-08	
1524	Badminton-1524	Badminton	Mount Waverley	Team-78	2010-05-14	2012-01-25	
1525	Cycling-1525	Cycling	Seaton (Vic.)	Team-22	2003-01-26	2005-01-30	
1526	Judo-1526	Judo	Wembley Downs	Team-93	2014-07-23	2016-06-10	
1527	Racquets-1527	Racquets	Possum Brush	Team-79	1999-12-09	2001-12-13	
1528	Soccer-1528	Soccer	North Rocks	Team-1	2008-08-02	2010-01-21	
1529	Basketball-1529	Basketball	Wickham (WA)	Team-4	2017-11-26	2019-06-01	
1530	Netball-1530	Netball	Ringwood East	Team-41	2007-05-17	2009-03-08	
1531	Judo-1531	Judo	Riana	Team-77	2008-03-22	2009-11-03	
1532	Hockey-1532	Hockey	Curlewis (Vic.)	Team-7	2011-01-10	2011-02-09	
1533	Rugby union-1533	Rugby union	Colonel Light Gardens	Team-31	1999-11-19	2001-04-25	
1534	Kayak-1534	Kayak	Springvale (Vic.)	Team-42	1999-05-22	2000-10-01	
1535	Badminton-1535	Badminton	Somerville (Vic.)	Team-11	2008-07-02	2010-05-22	
1536	Netball-1536	Netball	Brighton East	Team-45	2013-11-04	2015-07-27	
1537	Croquet-1537	Croquet	St Ives Chase	Team-18	2012-01-27	2013-09-23	
1538	Golf-1538	Golf	Cheltenham (Vic.)	Team-52	2009-05-20	2011-03-03	
1539	Handball-1539	Handball	Rockville	Team-36	1998-04-02	1999-12-28	
1540	Wrestling-1540	Wrestling	Mosman Park (WA)	Team-72	2013-03-27	2014-08-05	
1541	Handball-1541	Handball	Craigie (WA)	Team-3	2017-07-27	2018-08-06	
1542	Judo-1542	Judo	Chatswood	Team-86	2007-10-09	2008-01-30	
1543	Rugby union-1543	Rugby union	Baulkham Hills	Team-67	2012-11-24	2014-10-25	
1544	Netball-1544	Netball	Stafford	Team-85	2004-07-07	2005-09-24	
1545	Handball-1545	Handball	Beechboro	Team-96	2010-01-26	2011-01-08	
1546	Canoe-1546	Canoe	Nunawading	Team-72	2015-10-10	2015-10-18	
1547	Fencing-1547	Fencing	Endeavour Hills	Team-29	2014-05-11	2015-08-24	
1548	Wrestling-1548	Wrestling	Emerton	Team-54	1998-10-26	2000-01-10	
1549	Rowing-1549	Rowing	Mosman	Team-1	2012-11-25	2014-10-17	
1550	Triathlon-1550	Triathlon	Bentleigh East	Team-82	2007-04-18	2008-02-26	
1551	Soccer-1551	Soccer	Ascot Park	Team-94	2017-06-05	2019-04-17	
1552	Badminton-1552	Badminton	Jamboree Heights	Team-21	2002-03-22	2004-02-21	
1553	Water polo-1553	Water polo	Upper Mount Gravatt	Team-40	2004-04-22	2006-03-03	
1554	Softball-1554	Softball	Eltham (Vic.)	Team-7	2014-06-04	2016-03-29	
1555	Diving-1555	Diving	Whyalla Norrie	Team-71	2017-08-15	2019-08-07	
1556	Karate-1556	Karate	Kingsville	Team-84	2001-05-21	2003-01-17	
1557	Netball-1557	Netball	Herdsman	Team-37	2003-09-12	2004-12-13	
1558	Shooting-1558	Shooting	Loganholme	Team-82	2014-08-21	2016-08-22	
1559	Judo-1559	Judo	Toowoomba City	Team-27	1998-09-03	2000-09-05	
1560	Rowing-1560	Rowing	Cashmere	Team-94	1999-03-22	2001-01-11	
1561	Triathlon-1561	Triathlon	Russell Vale	Team-91	1999-08-15	2001-04-30	
1562	Diving-1562	Diving	Punchbowl (Canterbury - NSW)	Team-35	1999-05-25	2000-05-21	
1563	Polo-1563	Polo	Barcaldine	Team-23	1999-09-25	1999-11-22	
1564	Softball-1564	Softball	Devon Hills	Team-21	2001-07-11	2003-06-03	
1565	Rugby union-1565	Rugby union	Goodna	Team-69	2009-09-04	2011-04-13	
1566	Badminton-1566	Badminton	Algester	Team-43	2001-11-12	2003-07-20	
1567	Shooting-1567	Shooting	Newstead (Qld)	Team-59	2005-04-03	2005-12-20	
1568	Karate-1568	Karate	Fiji	Team-3	2010-09-14	2012-08-31	
1569	Swimming-1569	Swimming	Exeter (SA)	Team-90	2008-01-23	2010-01-07	
1570	Boxing-1570	Boxing	Willmot	Team-87	2013-11-21	2014-06-19	
1571	Swimming-1571	Swimming	Dingley Village	Team-62	2009-01-23	2010-12-12	
1572	Taekwondo-1572	Taekwondo	Yellow Rock (Shellharbour - NSW)	Team-70	2001-09-09	2003-07-28	
1573	Rugby 7s-1573	Rugby 7s	Myanmar/Burma	Team-62	2007-04-23	2008-12-14	
1574	Judo-1574	Judo	Ropes Crossing	Team-12	2012-06-28	2014-05-31	
1575	Karate-1575	Karate	Nariel Valley	Team-63	2013-02-01	2015-01-15	
1576	Surfing-1576	Surfing	Bakers Creek (Qld)	Team-1	2009-06-12	2010-10-06	
1577	Netball-1577	Netball	Woodburn (Richmond Valley - NSW)	Team-22	2012-11-17	2014-02-21	
1578	Rowing-1578	Rowing	Cambodia	Team-45	2015-05-05	2017-01-30	
1579	Judo-1579	Judo	Tallwoods Village	Team-47	2009-06-27	2011-06-05	
1580	Lacrosse-1580	Lacrosse	Glen Waverley	Team-53	2011-03-25	2013-03-22	
1581	Canoe-1581	Canoe	Booragoon	Team-66	2000-06-08	2001-12-30	
1582	Karate-1582	Karate	Winfield	Team-88	2012-04-16	2014-01-08	
1583	Canoe-1583	Canoe	Jamberoo	Team-13	2003-04-05	2004-05-01	
1584	Baseball-1584	Baseball	Italy	Team-65	2001-06-19	2001-08-03	
1585	Rugby union-1585	Rugby union	Pinjarra	Team-58	2011-11-24	2013-10-10	
1586	Netball-1586	Netball	Tingalpa	Team-43	2001-10-04	2003-06-16	
1587	Rowing-1587	Rowing	Beverley (SA)	Team-57	2000-07-14	2002-07-18	
1588	Gymnastics-1588	Gymnastics	Box Hill North	Team-66	2003-10-23	2005-07-09	
1589	Shooting-1589	Shooting	Austria	Team-19	2013-09-28	2015-08-02	
1590	Taekwondo-1590	Taekwondo	Bonbeach	Team-57	2008-02-26	2009-10-01	
1591	Lacrosse-1591	Lacrosse	Morayfield	Team-18	2009-09-20	2011-08-27	
1592	Pentathlon-1592	Pentathlon	West Albury	Team-53	2013-09-13	2014-11-16	
1593	Handball-1593	Handball	Deepdene (Vic.)	Team-74	2004-01-20	2005-08-31	
1594	Badminton-1594	Badminton	Mermaid Beach	Team-75	2015-11-01	2017-02-07	
1595	Dancing-1595	Dancing	Gabon	Team-32	2005-11-07	2007-06-30	
1596	Track and field-1596	Track and field	Libya	Team-63	2003-04-13	2003-10-11	
1597	Weightlifting-1597	Weightlifting	Balmain	Team-60	2014-08-16	2016-04-11	
1598	Softball-1598	Softball	Cowandilla	Team-30	2005-01-15	2006-09-26	
1599	Bowling-1599	Bowling	Seville Grove	Team-65	2014-07-02	2016-04-25	
1600	Wrestling-1600	Wrestling	Gisborne	Team-6	1999-02-08	2000-08-01	
1601	Handball-1601	Handball	Grovedale	Team-95	2008-06-14	2008-07-16	
1602	Croquet-1602	Croquet	Thomastown	Team-91	1998-09-21	2000-09-26	
1603	Equestrian-1603	Equestrian	Brinsmead	Team-7	2012-01-15	2013-12-23	
1604	Surfing-1604	Surfing	Gooseberry Hill	Team-80	2001-09-05	2003-06-04	
1605	Soccer-1605	Soccer	East Victoria Park	Team-49	2004-11-13	2006-11-12	
1606	Rugby union-1606	Rugby union	Fisher (ACT)	Team-49	2013-07-27	2015-05-22	
1607	Surfing-1607	Surfing	Appin (NSW)	Team-29	2005-04-22	2007-02-02	
1608	Rugby 7s-1608	Rugby 7s	Kembla Grange	Team-82	2009-10-20	2011-05-28	
1609	Tennis-1609	Tennis	Beldon	Team-7	2011-04-01	2013-01-14	
1610	Equestrian-1610	Equestrian	Bentleigh	Team-90	2017-02-20	2017-08-20	
1611	Hockey-1611	Hockey	Bangalee (NSW)	Team-10	2013-02-01	2014-06-12	
1612	Canoe-1612	Canoe	Martin	Team-40	2005-07-08	2005-09-24	
1613	Squash-1613	Squash	Tallai	Team-2	2001-06-10	2002-10-08	
1614	Surfing-1614	Surfing	Malaysia	Team-22	2013-11-20	2015-10-19	
1615	Rugby 7s-1615	Rugby 7s	South Hurstville	Team-4	2009-05-09	2011-03-19	
1616	Water polo-1616	Water polo	Picketts Valley	Team-17	2012-03-12	2014-01-05	
1617	Dancing-1617	Dancing	Cameroon	Team-98	2005-10-27	2007-08-29	
1618	Surfing-1618	Surfing	Lalor Park	Team-18	2010-03-21	2011-11-04	
1619	Hockey-1619	Hockey	Lesotho	Team-36	2015-11-22	2017-07-27	
1620	Softball-1620	Softball	Willetton	Team-76	2011-09-02	2013-04-21	
1621	Soccer-1621	Soccer	Fairfield (Vic.)	Team-68	2010-10-08	2012-09-29	
1622	Softball-1622	Softball	Tanah Merah	Team-93	2000-11-11	2002-10-26	
1623	Basketball-1623	Basketball	Gymea Bay	Team-74	2007-07-21	2009-02-20	
1624	Golf-1624	Golf	Kareela	Team-56	2010-07-13	2011-08-03	
1625	Kayak-1625	Kayak	Seaford (Vic.)	Team-95	2000-01-26	2001-06-20	
1626	Gymnastics-1626	Gymnastics	Bells Creek	Team-19	2013-11-12	2015-09-06	
1627	Canoe-1627	Canoe	Wanaaring	Team-24	2017-02-23	2019-01-06	
1628	Lacrosse-1628	Lacrosse	Caulfield North	Team-96	2002-03-07	2002-05-06	
1629	Basketball-1629	Basketball	Blackett	Team-66	1998-07-17	2000-07-18	
1630	Polo-1630	Polo	Grovedale	Team-3	2008-12-11	2010-10-28	
1631	Basketball-1631	Basketball	Furnissdale	Team-69	2004-08-21	2006-07-17	
1632	Golf-1632	Golf	Eaglehawk	Team-8	2016-05-01	2017-07-28	
1633	Rugby union-1633	Rugby union	Avondale (Qld)	Team-10	1999-10-22	2001-10-17	
1634	Rowing-1634	Rowing	O'Connor (ACT)	Team-88	2008-06-08	2009-05-26	
1635	Diving-1635	Diving	Prospect (SA)	Team-24	2001-02-05	2001-03-17	
